Report_Year,Census_Tract_1990,Crime_Type,Report_Year_Total
1996,75,NonResidential Burglary,42
1996,75,Property Crimes Total,1012
1996,75,Rape,3
1996,75,Residential Burglary,71
1996,75,Robbery,42
1996,75,Theft,798
1996,75,Vehicle Theft,98
1996,75,Violent Crimes Total,70
1996,76,Aggravated Assault,20
1996,76,Homicide,0
1996,76,NonResidential Burglary,11
1996,76,Property Crimes Total,330
1996,76,Rape,0
1996,76,Residential Burglary,57
1996,76,Robbery,7
1996,76,Theft,241
1996,76,Vehicle Theft,19
1996,76,Violent Crimes Total,27
1996,77,Aggravated Assault,20
1996,77,Homicide,0
1996,77,NonResidential Burglary,14
1996,77,Property Crimes Total,302
1996,77,Rape,2
1996,77,Residential Burglary,87
1996,77,Robbery,16
1996,77,Theft,164
1996,77,Vehicle Theft,33
1996,77,Violent Crimes Total,38
1996,78,Aggravated Assault,5
1996,78,Homicide,0
1996,78,NonResidential Burglary,7
1996,78,Property Crimes Total,387
1996,78,Rape,1
1996,78,Residential Burglary,57
1996,78,Robbery,9
1996,78,Theft,264
1996,78,Vehicle Theft,58
1996,78,Violent Crimes Total,15
1996,79,Aggravated Assault,23
1996,79,Homicide,1
1996,79,NonResidential Burglary,11
1996,79,Property Crimes Total,406
1996,79,Rape,2
1996,79,Residential Burglary,65
1996,79,Robbery,22
1996,79,Theft,278
1996,79,Vehicle Theft,50
1996,79,Violent Crimes Total,48
1996,8,Aggravated Assault,12
1996,8,Homicide,0
1996,8,NonResidential Burglary,0
1996,8,Property Crimes Total,91
1996,8,Rape,0
1996,8,Residential Burglary,16
1996,8,Robbery,2
1996,8,Theft,63
1996,8,Vehicle Theft,12
1996,8,Violent Crimes Total,14
1996,80,Aggravated Assault,89
1996,80,Homicide,0
1996,80,NonResidential Burglary,94
1996,80,Property Crimes Total,1455
1996,80,Rape,9
1996,80,Residential Burglary,66
1996,80,Robbery,81
1996,80,Theft,1190
1996,80,Vehicle Theft,99
1996,80,Violent Crimes Total,179
1996,81,Aggravated Assault,210
1996,81,Homicide,3
1996,81,NonResidential Burglary,218
1996,81,Property Crimes Total,4372
1996,81,Rape,8
1996,81,Residential Burglary,24
1996,81,Robbery,226
1996,81,Theft,4005
1996,81,Vehicle Theft,117
1996,81,Violent Crimes Total,447
1996,82,Aggravated Assault,14
1996,82,Homicide,0
1996,82,NonResidential Burglary,65
1996,82,Property Crimes Total,862
1996,82,Rape,3
1996,82,Residential Burglary,21
1996,82,Robbery,28
1996,82,Theft,724
1996,82,Vehicle Theft,51
1996,82,Violent Crimes Total,45
1996,83,Aggravated Assault,20
1996,83,Homicide,0
1996,83,NonResidential Burglary,22
1996,83,Property Crimes Total,362
1996,83,Rape,2
1996,83,Residential Burglary,25
1996,83,Robbery,15
1996,83,Theft,286
1996,83,Vehicle Theft,29
1996,83,Violent Crimes Total,37
1996,84,Aggravated Assault,19
1996,84,Homicide,0
1996,84,NonResidential Burglary,43
1996,84,Property Crimes Total,523
1996,84,Rape,0
1996,84,Residential Burglary,47
1996,84,Robbery,28
1996,84,Theft,383
1996,84,Vehicle Theft,49
1996,84,Violent Crimes Total,47
1996,85,Aggravated Assault,41
1996,85,Homicide,0
1996,85,NonResidential Burglary,13
1996,85,Property Crimes Total,531
1996,85,Rape,9
1996,85,Residential Burglary,33
1996,85,Robbery,16
1996,85,Theft,421
1996,85,Vehicle Theft,63
1996,85,Violent Crimes Total,66
1996,86,Aggravated Assault,21
1996,86,Homicide,1
1996,86,NonResidential Burglary,18
1996,86,Property Crimes Total,385
1996,86,Rape,6
1996,86,Residential Burglary,69
1996,86,Robbery,13
1996,86,Theft,252
1996,86,Vehicle Theft,43
1996,86,Violent Crimes Total,41
1996,87,Aggravated Assault,56
1996,87,Homicide,1
1996,87,NonResidential Burglary,14
1996,87,Property Crimes Total,341
1996,87,Rape,5
1996,87,Residential Burglary,71
1996,87,Robbery,51
1996,87,Theft,213
1996,87,Vehicle Theft,42
1996,87,Violent Crimes Total,113
1996,88,Aggravated Assault,22
1996,88,Homicide,0
1996,88,NonResidential Burglary,10
1996,88,Property Crimes Total,354
1996,88,Rape,2
1996,88,Residential Burglary,56
1996,88,Robbery,41
1996,88,Theft,245
1996,88,Vehicle Theft,39
1996,88,Violent Crimes Total,65
1996,89,Aggravated Assault,35
1996,89,Homicide,0
1996,89,NonResidential Burglary,10
1996,89,Property Crimes Total,394
1996,89,Rape,5
1996,89,Residential Burglary,62
1996,89,Robbery,22
1996,89,Theft,268
1996,89,Vehicle Theft,53
1996,89,Violent Crimes Total,62
1996,9,Aggravated Assault,0
1996,9,Homicide,0
1996,9,NonResidential Burglary,2
1996,9,Property Crimes Total,75
1996,9,Rape,1
1996,9,Residential Burglary,9
1996,9,Robbery,1
1996,9,Theft,54
1996,9,Vehicle Theft,10
1996,9,Violent Crimes Total,2
1996,90,Aggravated Assault,18
1996,90,Homicide,0
1996,90,NonResidential Burglary,38
1996,90,Property Crimes Total,401
1996,90,Rape,5
1996,90,Residential Burglary,18
1996,90,Robbery,13
1996,90,Theft,294
1996,90,Vehicle Theft,49
1996,90,Violent Crimes Total,36
1996,91,Aggravated Assault,39
1996,91,Homicide,0
1996,91,NonResidential Burglary,23
1996,91,Property Crimes Total,554
1996,91,Rape,6
1996,91,Residential Burglary,16
1996,91,Robbery,28
1996,91,Theft,459
1996,91,Vehicle Theft,56
1996,91,Violent Crimes Total,73
1996,92,Aggravated Assault,61
1996,92,Homicide,2
1996,92,NonResidential Burglary,34
1996,92,Property Crimes Total,644
1996,92,Rape,3
1996,92,Residential Burglary,18
1996,92,Robbery,75
1996,92,Theft,536
1996,92,Vehicle Theft,56
1996,92,Violent Crimes Total,141
1996,93,Aggravated Assault,37
1996,93,Homicide,1
1996,93,NonResidential Burglary,185
1996,93,Property Crimes Total,1484
1996,93,Rape,2
1996,93,Residential Burglary,25
1996,93,Robbery,47
1996,93,Theft,1133
1996,93,Vehicle Theft,134
1996,93,Violent Crimes Total,87
1996,94,Aggravated Assault,39
1996,94,Homicide,0
1996,94,NonResidential Burglary,21
1996,94,Property Crimes Total,460
1996,94,Rape,3
1996,94,Residential Burglary,66
1996,94,Robbery,32
1996,94,Theft,282
1996,94,Vehicle Theft,83
1996,94,Violent Crimes Total,74
1996,95,Aggravated Assault,24
1996,95,Homicide,0
1996,95,NonResidential Burglary,31
1996,95,Property Crimes Total,494
1996,95,Rape,3
1996,95,Residential Burglary,53
1996,95,Robbery,35
1996,95,Theft,312
1996,95,Vehicle Theft,89
1996,95,Violent Crimes Total,62
1996,96,Aggravated Assault,7
1996,96,Homicide,0
1996,96,NonResidential Burglary,2
1996,96,Property Crimes Total,264
1996,96,Rape,0
1996,96,Residential Burglary,23
1996,96,Robbery,2
1996,96,Theft,208
1996,96,Vehicle Theft,31
1996,96,Violent Crimes Total,9
1996,97,Aggravated Assault,4
1996,97,Homicide,0
1996,97,NonResidential Burglary,5
1996,97,Property Crimes Total,431
1996,97,Rape,0
1996,97,Residential Burglary,57
1996,97,Robbery,5
1996,97,Theft,291
1996,97,Vehicle Theft,78
1996,97,Violent Crimes Total,9
1996,98,Aggravated Assault,8
1996,98,Homicide,0
1996,98,NonResidential Burglary,23
1996,98,Property Crimes Total,418
1996,98,Rape,2
1996,98,Residential Burglary,47
1996,98,Robbery,6
1996,98,Theft,279
1996,98,Vehicle Theft,69
1996,98,Violent Crimes Total,16
1996,99,Aggravated Assault,21
1996,99,Homicide,0
1996,99,NonResidential Burglary,17
1996,99,Property Crimes Total,438
1996,99,Rape,3
1996,99,Residential Burglary,67
1996,99,Robbery,10
1996,99,Theft,270
1996,99,Vehicle Theft,80
1996,99,Violent Crimes Total,34
1997,1,Aggravated Assault,20
1997,1,Homicide,0
1997,1,NonResidential Burglary,46
1997,1,Property Crimes Total,518
1997,1,Rape,1
1997,1,Residential Burglary,41
1997,1,Robbery,6
1997,1,Theft,355
1997,1,Vehicle Theft,75
1997,1,Violent Crimes Total,27
1997,10,Aggravated Assault,8
1997,10,Homicide,0
1997,10,NonResidential Burglary,19
1997,10,Property Crimes Total,149
1997,10,Rape,1
1997,10,Residential Burglary,11
1997,10,Robbery,5
1997,10,Theft,97
1997,10,Vehicle Theft,21
1997,10,Violent Crimes Total,14
1997,100,Aggravated Assault,43
1997,100,Homicide,0
1997,100,NonResidential Burglary,47
1997,100,Property Crimes Total,772
1997,100,Rape,5
1997,100,Residential Burglary,102
1997,100,Robbery,56
1997,100,Theft,437
1997,100,Vehicle Theft,182
1997,100,Violent Crimes Total,104
1997,101,Aggravated Assault,27
1997,101,Homicide,4
1997,101,NonResidential Burglary,21
1997,101,Property Crimes Total,558
1997,101,Rape,6
1997,101,Residential Burglary,75
1997,101,Robbery,33
1997,101,Theft,361
1997,101,Vehicle Theft,99
1997,101,Violent Crimes Total,70
1997,102,Aggravated Assault,20
1997,102,Homicide,1
1997,102,NonResidential Burglary,6
1997,102,Property Crimes Total,266
1997,102,Rape,2
1997,102,Residential Burglary,50
1997,102,Robbery,16
1997,102,Theft,143
1997,102,Vehicle Theft,66
1997,102,Violent Crimes Total,39
1997,103,Aggravated Assault,71
1997,103,Homicide,2
1997,103,NonResidential Burglary,27
1997,103,Property Crimes Total,462
1997,103,Rape,8
1997,103,Residential Burglary,80
1997,103,Robbery,48
1997,103,Theft,259
1997,103,Vehicle Theft,92
1997,103,Violent Crimes Total,129
1997,104,Aggravated Assault,24
1997,104,Homicide,3
1997,104,NonResidential Burglary,35
1997,104,Property Crimes Total,400
1997,104,Rape,5
1997,104,Residential Burglary,90
1997,104,Robbery,24
1997,104,Theft,178
1997,104,Vehicle Theft,89
1997,104,Violent Crimes Total,56
1997,105,Aggravated Assault,22
1997,105,Homicide,0
1997,105,NonResidential Burglary,30
1997,105,Property Crimes Total,470
1997,105,Rape,1
1997,105,Residential Burglary,41
1997,105,Robbery,21
1997,105,Theft,341
1997,105,Vehicle Theft,58
1997,105,Violent Crimes Total,44
1997,106,Aggravated Assault,4
1997,106,Homicide,0
1997,106,NonResidential Burglary,14
1997,106,Property Crimes Total,383
1997,106,Rape,2
1997,106,Residential Burglary,61
1997,106,Robbery,7
1997,106,Theft,229
1997,106,Vehicle Theft,79
1997,106,Violent Crimes Total,13
1997,107,Aggravated Assault,40
1997,107,Homicide,1
1997,107,NonResidential Burglary,14
1997,107,Property Crimes Total,398
1997,107,Rape,3
1997,107,Residential Burglary,89
1997,107,Robbery,30
1997,107,Theft,237
1997,107,Vehicle Theft,58
1997,107,Violent Crimes Total,74
1997,108,Aggravated Assault,14
1997,108,Homicide,0
1997,108,NonResidential Burglary,8
1997,108,Property Crimes Total,236
1997,108,Rape,1
1997,108,Residential Burglary,49
1997,108,Robbery,6
1997,108,Theft,115
1997,108,Vehicle Theft,64
1997,108,Violent Crimes Total,21
1997,109,Aggravated Assault,35
1997,109,Homicide,0
1997,109,NonResidential Burglary,83
1997,109,Property Crimes Total,449
1997,109,Rape,2
1997,109,Residential Burglary,23
1997,109,Robbery,24
1997,109,Theft,270
1997,109,Vehicle Theft,69
1997,109,Violent Crimes Total,61
1997,11,Aggravated Assault,4
1997,11,Homicide,0
1997,11,NonResidential Burglary,3
1997,11,Property Crimes Total,95
1997,11,Rape,0
1997,11,Residential Burglary,15
1997,11,Robbery,0
1997,11,Theft,69
1997,11,Vehicle Theft,7
1997,11,Violent Crimes Total,4
1997,110,Aggravated Assault,46
1997,110,Homicide,1
1997,110,NonResidential Burglary,16
1997,110,Property Crimes Total,341
1997,110,Rape,2
1997,110,Residential Burglary,77
1997,110,Robbery,18
1997,110,Theft,168
1997,110,Vehicle Theft,71
1997,110,Violent Crimes Total,67
1997,111,Aggravated Assault,76
1997,111,Homicide,1
1997,111,NonResidential Burglary,23
1997,111,Property Crimes Total,486
1997,111,Rape,8
1997,111,Residential Burglary,107
1997,111,Robbery,62
1997,111,Theft,243
1997,111,Vehicle Theft,106
1997,111,Violent Crimes Total,147
1997,112,Aggravated Assault,44
1997,112,Homicide,0
1997,112,NonResidential Burglary,37
1997,112,Property Crimes Total,336
1997,112,Rape,2
1997,112,Residential Burglary,60
1997,112,Robbery,14
1997,112,Theft,173
1997,112,Vehicle Theft,61
1997,112,Violent Crimes Total,60
1997,113,Aggravated Assault,19
1997,113,Homicide,0
1997,113,NonResidential Burglary,11
1997,113,Property Crimes Total,378
1997,113,Rape,2
1997,113,Residential Burglary,73
1997,113,Robbery,14
1997,113,Theft,191
1997,113,Vehicle Theft,103
1997,113,Violent Crimes Total,35
1997,114,Aggravated Assault,40
1997,114,Homicide,2
1997,114,NonResidential Burglary,35
1997,114,Property Crimes Total,757
1997,114,Rape,4
1997,114,Residential Burglary,78
1997,114,Robbery,38
1997,114,Theft,491
1997,114,Vehicle Theft,141
1997,114,Violent Crimes Total,84
1997,115,Aggravated Assault,4
1997,115,Homicide,0
1997,115,NonResidential Burglary,11
1997,115,Property Crimes Total,202
1997,115,Rape,1
1997,115,Residential Burglary,34
1997,115,Robbery,5
1997,115,Theft,118
1997,115,Vehicle Theft,38
1997,115,Violent Crimes Total,10
1997,116,Aggravated Assault,3
1997,116,Homicide,0
1997,116,NonResidential Burglary,4
1997,116,Property Crimes Total,270
1997,116,Rape,1
1997,116,Residential Burglary,22
1997,116,Robbery,7
1997,116,Theft,196
1997,116,Vehicle Theft,47
1997,116,Violent Crimes Total,11
1997,117,Aggravated Assault,33
1997,117,Homicide,0
1997,117,NonResidential Burglary,15
1997,117,Property Crimes Total,238
1997,117,Rape,2
1997,117,Residential Burglary,71
1997,117,Robbery,8
1997,117,Theft,106
1997,117,Vehicle Theft,44
1997,117,Violent Crimes Total,43
1997,118,Aggravated Assault,66
1997,118,Homicide,1
1997,118,NonResidential Burglary,42
1997,118,Property Crimes Total,546
1997,118,Rape,4
1997,118,Residential Burglary,79
1997,118,Robbery,66
1997,118,Theft,327
1997,118,Vehicle Theft,94
1997,118,Violent Crimes Total,137
1997,119,Aggravated Assault,29
1997,119,Homicide,0
1997,119,NonResidential Burglary,14
1997,119,Property Crimes Total,339
1997,119,Rape,1
1997,119,Residential Burglary,77
1997,119,Robbery,8
1997,119,Theft,185
1997,119,Vehicle Theft,63
1997,119,Violent Crimes Total,38
1997,12,Aggravated Assault,13
1997,12,Homicide,0
1997,12,NonResidential Burglary,44
1997,12,Property Crimes Total,1294
1997,12,Rape,2
1997,12,Residential Burglary,32
1997,12,Robbery,33
1997,12,Theft,1106
1997,12,Vehicle Theft,107
1997,12,Violent Crimes Total,48
1997,120,Aggravated Assault,5
1997,120,Homicide,0
1997,120,NonResidential Burglary,2
1997,120,Property Crimes Total,159
1997,120,Rape,0
1997,120,Residential Burglary,16
1997,120,Robbery,2
1997,120,Theft,117
1997,120,Vehicle Theft,24
1997,120,Violent Crimes Total,7
1997,121,Aggravated Assault,1
1997,121,Homicide,0
1997,121,NonResidential Burglary,0
1997,121,Property Crimes Total,70
1997,121,Rape,0
1997,121,Residential Burglary,3
1997,121,Robbery,2
1997,121,Theft,55
1997,121,Vehicle Theft,12
1997,121,Violent Crimes Total,3
1997,13,Aggravated Assault,30
1997,13,Homicide,0
1997,13,NonResidential Burglary,12
1997,13,Property Crimes Total,377
1997,13,Rape,3
1997,13,Residential Burglary,24
1997,13,Robbery,10
1997,13,Theft,289
1997,13,Vehicle Theft,52
1997,13,Violent Crimes Total,43
1997,14,Aggravated Assault,17
1997,14,Homicide,1
1997,14,NonResidential Burglary,15
1997,14,Property Crimes Total,230
1997,14,Rape,2
1997,14,Residential Burglary,26
1997,14,Robbery,7
1997,14,Theft,147
1997,14,Vehicle Theft,42
1997,14,Violent Crimes Total,27
1997,15,Aggravated Assault,2
1997,15,Homicide,0
1997,15,NonResidential Burglary,2
1997,15,Property Crimes Total,64
1997,15,Rape,0
1997,15,Residential Burglary,11
1997,15,Robbery,1
1997,15,Theft,40
1997,15,Vehicle Theft,11
1997,15,Violent Crimes Total,3
1997,16,Aggravated Assault,8
1997,16,Homicide,0
1997,16,NonResidential Burglary,9
1997,16,Property Crimes Total,170
1997,16,Rape,0
1997,16,Residential Burglary,19
1997,16,Robbery,8
1997,16,Theft,113
1997,16,Vehicle Theft,27
1997,16,Violent Crimes Total,16
1997,17,Aggravated Assault,38
1997,17,Homicide,0
1997,17,NonResidential Burglary,28
1997,17,Property Crimes Total,731
1997,17,Rape,4
1997,17,Residential Burglary,62
1997,17,Robbery,23
1997,17,Theft,545
1997,17,Vehicle Theft,94
1997,17,Violent Crimes Total,65
1997,18,Aggravated Assault,27
1997,18,Homicide,0
1997,18,NonResidential Burglary,5
1997,18,Property Crimes Total,232
1997,18,Rape,4
1997,18,Residential Burglary,26
1997,18,Robbery,12
1997,18,Theft,150
1997,18,Vehicle Theft,49
1997,18,Violent Crimes Total,43
1997,19,Aggravated Assault,8
1997,19,Homicide,0
1997,19,NonResidential Burglary,25
1997,19,Property Crimes Total,211
1997,19,Rape,0
1997,19,Residential Burglary,14
1997,19,Robbery,2
1997,19,Theft,142
1997,19,Vehicle Theft,30
1997,19,Violent Crimes Total,10
1997,2,Aggravated Assault,7
1997,2,Homicide,0
1997,2,NonResidential Burglary,20
1997,2,Property Crimes Total,404
1997,2,Rape,0
1997,2,Residential Burglary,48
1997,2,Robbery,11
1997,2,Theft,281
1997,2,Vehicle Theft,53
1997,2,Violent Crimes Total,18
1997,20,Aggravated Assault,4
1997,20,Homicide,1
1997,20,NonResidential Burglary,10
1997,20,Property Crimes Total,208
1997,20,Rape,0
1997,20,Residential Burglary,22
1997,20,Robbery,4
1997,20,Theft,142
1997,20,Vehicle Theft,33
1997,20,Violent Crimes Total,9
1997,21,Aggravated Assault,6
1997,21,Homicide,0
1997,21,NonResidential Burglary,8
1997,21,Property Crimes Total,148
1997,21,Rape,1
1997,21,Residential Burglary,14
1997,21,Robbery,3
1997,21,Theft,104
1997,21,Vehicle Theft,22
1997,21,Violent Crimes Total,10
1997,22,Aggravated Assault,3
1997,22,Homicide,0
1997,22,NonResidential Burglary,6
1997,22,Property Crimes Total,129
1997,22,Rape,0
1997,22,Residential Burglary,16
1997,22,Robbery,1
1997,22,Theft,93
1997,22,Vehicle Theft,13
1997,22,Violent Crimes Total,4
1997,23.98,Aggravated Assault,0
1997,23.98,Homicide,0
1997,23.98,NonResidential Burglary,1
1997,23.98,Property Crimes Total,24
1997,23.98,Rape,0
1997,23.98,Residential Burglary,1
1997,23.98,Robbery,0
1997,23.98,Theft,18
1997,23.98,Vehicle Theft,4
1997,23.98,Violent Crimes Total,0
1997,24,Aggravated Assault,1
1997,24,Homicide,0
1997,24,NonResidential Burglary,6
1997,24,Property Crimes Total,106
1997,24,Rape,0
1997,24,Residential Burglary,14
1997,24,Robbery,3
1997,24,Theft,70
1997,24,Vehicle Theft,16
1997,24,Violent Crimes Total,4
1997,25,Aggravated Assault,0
1997,25,Homicide,0
1997,25,NonResidential Burglary,5
1997,25,Property Crimes Total,51
1997,25,Rape,0
1997,25,Residential Burglary,3
1997,25,Robbery,2
1997,25,Theft,42
1997,25,Vehicle Theft,1
1997,25,Violent Crimes Total,2
1997,26,Aggravated Assault,5
1997,26,Homicide,0
1997,26,NonResidential Burglary,19
1997,26,Property Crimes Total,413
1997,26,Rape,1
1997,26,Residential Burglary,28
1997,26,Robbery,12
1997,26,Theft,309
1997,26,Vehicle Theft,55
1997,26,Violent Crimes Total,18
1997,27,Aggravated Assault,10
1997,27,Homicide,0
1997,27,NonResidential Burglary,9
1997,27,Property Crimes Total,337
1997,27,Rape,0
1997,27,Residential Burglary,25
1997,27,Robbery,9
1997,27,Theft,255
1997,27,Vehicle Theft,46
1997,27,Violent Crimes Total,19
1997,28,Aggravated Assault,6
1997,28,Homicide,0
1997,28,NonResidential Burglary,12
1997,28,Property Crimes Total,235
1997,28,Rape,0
1997,28,Residential Burglary,24
1997,28,Robbery,5
1997,28,Theft,157
1997,28,Vehicle Theft,40
1997,28,Violent Crimes Total,11
1997,29,Aggravated Assault,1
1997,29,Homicide,0
1997,29,NonResidential Burglary,7
1997,29,Property Crimes Total,232
1997,29,Rape,0
1997,29,Residential Burglary,21
1997,29,Robbery,4
1997,29,Theft,145
1997,29,Vehicle Theft,58
1997,29,Violent Crimes Total,5
1997,3,Aggravated Assault,12
1997,3,Homicide,0
1997,3,NonResidential Burglary,5
1997,3,Property Crimes Total,130
1997,3,Rape,0
1997,3,Residential Burglary,17
1997,3,Robbery,4
1997,3,Theft,80
1997,3,Vehicle Theft,26
1997,3,Violent Crimes Total,16
1997,30,Aggravated Assault,9
1997,30,Homicide,1
1997,30,NonResidential Burglary,11
1997,30,Property Crimes Total,282
1997,30,Rape,0
1997,30,Residential Burglary,35
1997,30,Robbery,8
1997,30,Theft,190
1997,30,Vehicle Theft,44
1997,30,Violent Crimes Total,18
1997,31,Aggravated Assault,7
1997,31,Homicide,0
1997,31,NonResidential Burglary,6
1997,31,Property Crimes Total,249
1997,31,Rape,1
1997,31,Residential Burglary,37
1997,31,Robbery,4
1997,31,Theft,165
1997,31,Vehicle Theft,41
1997,31,Violent Crimes Total,12
1997,32,Aggravated Assault,14
1997,32,Homicide,1
1997,32,NonResidential Burglary,16
1997,32,Property Crimes Total,373
1997,32,Rape,1
1997,32,Residential Burglary,32
1997,32,Robbery,2
1997,32,Theft,279
1997,32,Vehicle Theft,46
1997,32,Violent Crimes Total,18
1997,33,Aggravated Assault,11
1997,33,Homicide,0
1997,33,NonResidential Burglary,15
1997,33,Property Crimes Total,268
1997,33,Rape,0
1997,33,Residential Burglary,41
1997,33,Robbery,4
1997,33,Theft,164
1997,33,Vehicle Theft,47
1997,33,Violent Crimes Total,15
1997,34,Aggravated Assault,4
1997,34,Homicide,0
1997,34,NonResidential Burglary,4
1997,34,Property Crimes Total,153
